,SKU_NAME,FEED_DATE,PAGE VIEWS,ORDERED UNITS
315,D102VX\R52,09/07/19,3203,1082
316,D102VX\R52,10/07/19,3124,1091
317,D102VX\R52,11/07/19,3337,1128
318,D102VX\R52,12/07/19,2939,748
319,D102VX\R52,13/07/19,1698,232
320,D102VX\R52,14/07/19,1878,203
321,D102VX\R52,15/07/19,5853,1432
322,D102VX\R52,16/07/19,4994,1333
323,D102VX\R52,17/07/19,3515,1048
324,D102VX\R52,18/07/19,3264,821
325,D102VX\R52,19/07/19,2704,830
326,D102VX\R52,20/07/19,1701,260
327,D102VX\R52,21/07/19,1675,258
328,D102VX\R52,22/07/19,3335,975
329,D102VX\R52,23/07/19,3325,1092
330,D102VX\R52,24/07/19,3264,908
331,D102VX\R52,25/07/19,3237,854
332,D102VX\R52,26/07/19,2622,815
333,D102VX\R52,27/07/19,1529,221
334,D102VX\R52,28/07/19,1708,326
335,D102VX\R52,29/07/19,3258,894
336,D102VX\R52,30/07/19,3333,1172
337,D102VX\R52,31/07/19,3417,1301
338,D102VX\R52,01/08/19,3328,1237
339,D102VX\R52,02/08/19,3174,1124
340,D102VX\R52,03/08/19,1885,337
341,D102VX\R52,04/08/19,1999,335
342,D102VX\R52,05/08/19,3572,1052
343,D102VX\R52,06/08/19,3669,1190
344,D102VX\R52,07/08/19,3853,1274
345,D102VX\R52,08/08/19,3884,962
346,D102VX\R52,09/08/19,3333,814
347,D102VX\R52,10/08/19,2033,301
348,D102VX\R52,11/08/19,2328,341
349,D102VX\R52,12/08/19,3841,1014
350,D102VX\R52,13/08/19,4026,1128
351,D102VX\R52,14/08/19,3996,1219
352,D102VX\R52,15/08/19,3775,1406
353,D102VX\R52,16/08/19,3501,1026
354,D102VX\R52,17/08/19,2101,312
355,D102VX\R52,18/08/19,2494,570
356,D102VX\R52,19/08/19,4035,1069
357,D102VX\R52,20/08/19,4042,1320
358,D102VX\R52,21/08/19,4031,1417
359,D102VX\R52,22/08/19,4106,1218
360,D102VX\R52,23/08/19,3423,919
361,D102VX\R52,24/08/19,2000,353
362,D102VX\R52,25/08/19,2374,405
363,D102VX\R52,26/08/19,4034,1195
364,D102VX\R52,27/08/19,4208,1466
365,D102VX\R52,28/08/19,4038,1287
366,D102VX\R52,29/08/19,3682,1218
367,D102VX\R52,30/08/19,3135,917
368,D102VX\R52,31/08/19,2049,331
369,C120[H:8NV,01/05/19,468,68
370,C120[H:8NV,02/05/19,435,71
371,C120[H:8NV,03/05/19,441,72
372,C120[H:8NV,04/05/19,350,26
373,C120[H:8NV,05/05/19,340,23
374,C120[H:8NV,06/05/19,493,77
375,C120[H:8NV,07/05/19,448,74
376,C120[H:8NV,08/05/19,419,84
377,C120[H:8NV,09/05/19,382,79
378,C120[H:8NV,10/05/19,338,69
379,C120[H:8NV,11/05/19,249,25
380,C120[H:8NV,12/05/19,379,27
381,C120[H:8NV,13/05/19,459,90
382,C120[H:8NV,14/05/19,427,76
383,C120[H:8NV,15/05/19,390,73
384,C120[H:8NV,16/05/19,490,91
385,C120[H:8NV,17/05/19,432,74
386,C120[H:8NV,18/05/19,329,33
387,C120[H:8NV,19/05/19,370,42
388,C120[H:8NV,20/05/19,463,81
389,C120[H:8NV,21/05/19,565,121
390,C120[H:8NV,22/05/19,598,141
391,C120[H:8NV,23/05/19,445,78
392,C120[H:8NV,24/05/19,453,64
393,C120[H:8NV,25/05/19,326,22
394,C120[H:8NV,26/05/19,327,26
395,C120[H:8NV,27/05/19,325,25
396,C120[H:8NV,28/05/19,515,116
397,C120[H:8NV,29/05/19,546,136
398,C120[H:8NV,30/05/19,529,127
399,C120[H:8NV,31/05/19,518,141
400,C120[H:8NV,01/06/19,410,43
401,C120[H:8NV,02/06/19,443,50
402,C120[H:8NV,03/06/19,548,98
403,C120[H:8NV,04/06/19,581,124
404,C120[H:8NV,05/06/19,559,88
405,C120[H:8NV,06/06/19,598,134
406,C120[H:8NV,07/06/19,527,97
407,C120[H:8NV,08/06/19,424,51
408,C120[H:8NV,09/06/19,441,56
409,C120[H:8NV,10/06/19,590,83
410,C120[H:8NV,11/06/19,558,112
411,C120[H:8NV,12/06/19,549,141
412,C120[H:8NV,13/06/19,613,173
413,C120[H:8NV,14/06/19,472,99
414,C120[H:8NV,15/06/19,391,28
415,C120[H:8NV,16/06/19,429,50
416,C120[H:8NV,17/06/19,567,107
417,C120[H:8NV,18/06/19,526,97
418,C120[H:8NV,19/06/19,528,110
419,C120[H:8NV,20/06/19,505,66
420,C120[H:8NV,21/06/19,414,86
421,C120[H:8NV,22/06/19,407,34
422,C120[H:8NV,23/06/19,433,27
423,C120[H:8NV,24/06/19,530,111
424,C120[H:8NV,25/06/19,543,85
425,C120[H:8NV,26/06/19,481,96
426,C120[H:8NV,27/06/19,487,93
427,C120[H:8NV,28/06/19,480,72
428,C120[H:8NV,29/06/19,404,34
429,C120[H:8NV,30/06/19,388,25
430,C120[H:8NV,01/07/19,489,97
431,C120[H:8NV,02/07/19,518,96
432,C120[H:8NV,03/07/19,476,87
433,C120[H:8NV,04/07/19,307,27
434,C120[H:8NV,05/07/19,431,49
435,C120[H:8NV,06/07/19,381,30
436,C120[H:8NV,07/07/19,380,34
437,C120[H:8NV,08/07/19,470,66
438,C120[H:8NV,09/07/19,491,70
439,C120[H:8NV,10/07/19,490,96
440,C120[H:8NV,11/07/19,499,100
441,C120[H:8NV,12/07/19,497,76
442,C120[H:8NV,13/07/19,319,26
443,C120[H:8NV,14/07/19,410,26
444,C120[H:8NV,15/07/19,796,130
445,C120[H:8NV,16/07/19,807,130
446,C120[H:8NV,17/07/19,440,70
447,C120[H:8NV,18/07/19,492,68
448,C120[H:8NV,19/07/19,410,82
449,C120[H:8NV,20/07/19,352,27
450,C120[H:8NV,21/07/19,387,22
451,C120[H:8NV,22/07/19,539,91
452,C120[H:8NV,23/07/19,506,94
453,C120[H:8NV,24/07/19,532,115
454,C120[H:8NV,25/07/19,424,76
455,C120[H:8NV,26/07/19,501,79
456,C120[H:8NV,27/07/19,322,36
457,C120[H:8NV,28/07/19,381,31
458,C120[H:8NV,29/07/19,485,77
459,C120[H:8NV,30/07/19,451,88
460,C120[H:8NV,31/07/19,525,129
461,C120[H:8NV,01/08/19,495,126
462,C120[H:8NV,02/08/19,361,48
463,C120[H:8NV,03/08/19,329,32
464,C120[H:8NV,04/08/19,376,43
465,C120[H:8NV,05/08/19,549,79
466,C120[H:8NV,06/08/19,447,61
467,C120[H:8NV,07/08/19,455,68
468,C120[H:8NV,08/08/19,436,74
469,C120[H:8NV,09/08/19,438,116
470,C120[H:8NV,10/08/19,354,21
471,C120[H:8NV,11/08/19,364,30
472,C120[H:8NV,12/08/19,535,77
473,C120[H:8NV,13/08/19,542,149
474,C120[H:8NV,14/08/19,507,93
475,C120[H:8NV,15/08/19,455,111
476,C120[H:8NV,16/08/19,360,79
477,C120[H:8NV,17/08/19,393,26
478,C120[H:8NV,18/08/19,353,31
479,C120[H:8NV,19/08/19,506,83
480,C120[H:8NV,20/08/19,495,83
481,C120[H:8NV,21/08/19,515,126
482,C120[H:8NV,22/08/19,460,80
483,C120[H:8NV,23/08/19,439,97
484,C120[H:8NV,24/08/19,346,28
485,C120[H:8NV,25/08/19,378,25
486,C120[H:8NV,26/08/19,457,67
487,C120[H:8NV,27/08/19,468,73
488,C120[H:8NV,28/08/19,505,82
489,C120[H:8NV,29/08/19,404,74
490,C120[H:8NV,30/08/19,401,72
491,C120[H:8NV,31/08/19,289,34
492,B223F54NLG,01/05/19,506,99
493,B223F54NLG,02/05/19,545,104
494,B223F54NLG,03/05/19,475,90
495,B223F54NLG,04/05/19,339,58
496,B223F54NLG,05/05/19,470,58
497,B223F54NLG,06/05/19,520,90
498,B223F54NLG,07/05/19,621,113
499,B223F54NLG,08/05/19,549,103
500,B223F54NLG,09/05/19,546,98
501,B223F54NLG,10/05/19,498,104
502,B223F54NLG,11/05/19,370,47
503,B223F54NLG,12/05/19,375,60
504,B223F54NLG,13/05/19,473,104
505,B223F54NLG,14/05/19,575,84
506,B223F54NLG,15/05/19,551,102
507,B223F54NLG,16/05/19,542,94
508,B223F54NLG,17/05/19,540,94
509,B223F54NLG,18/05/19,451,52
510,B223F54NLG,19/05/19,520,50
511,B223F54NLG,20/05/19,601,106
512,B223F54NLG,21/05/19,567,136
513,B223F54NLG,22/05/19,560,105
514,B223F54NLG,23/05/19,552,66
515,B223F54NLG,24/05/19,541,97
516,B223F54NLG,25/05/19,551,43
517,B223F54NLG,26/05/19,512,47
518,B223F54NLG,27/05/19,436,55
519,B223F54NLG,28/05/19,548,107
520,B223F54NLG,29/05/19,520,96
521,B223F54NLG,30/05/19,548,92
522,B223F54NLG,31/05/19,452,60
523,B223F54NLG,01/06/19,474,40
524,B223F54NLG,02/06/19,468,55
525,B223F54NLG,03/06/19,542,65
526,B223F54NLG,04/06/19,572,71
527,B223F54NLG,05/06/19,574,102
528,B223F54NLG,06/06/19,534,67
529,B223F54NLG,07/06/19,456,62
530,B223F54NLG,08/06/19,361,53
531,B223F54NLG,09/06/19,334,54
532,B223F54NLG,10/06/19,567,81
533,B223F54NLG,11/06/19,531,32
534,B223F54NLG,12/06/19,503,26
535,B223F54NLG,13/06/19,453,17
536,B223F54NLG,14/06/19,458,54
537,B223F54NLG,15/06/19,339,50
538,B223F54NLG,16/06/19,333,36
539,B223F54NLG,17/06/19,507,91
540,B223F54NLG,18/06/19,544,77
541,B223F54NLG,19/06/19,600,79
542,B223F54NLG,20/06/19,646,85
543,B223F54NLG,21/06/19,554,96
544,B223F54NLG,22/06/19,307,42
545,B223F54NLG,23/06/19,344,10
546,B223F54NLG,24/06/19,524,17
547,B223F54NLG,25/06/19,560,33
548,B223F54NLG,26/06/19,559,79
549,B223F54NLG,27/06/19,599,129
550,B223F54NLG,28/06/19,517,86
551,B223F54NLG,29/06/19,288,38
552,B223F54NLG,30/06/19,412,66
553,B223F54NLG,01/07/19,522,82
554,B223F54NLG,02/07/19,548,89
555,B223F54NLG,03/07/19,508,112
556,B223F54NLG,04/07/19,358,47
557,B223F54NLG,05/07/19,413,67
558,B223F54NLG,06/07/19,334,52
559,B223F54NLG,07/07/19,329,47
560,B223F54NLG,08/07/19,486,91
561,B223F54NLG,09/07/19,556,77
562,B223F54NLG,10/07/19,607,88
563,B223F54NLG,11/07/19,637,97
564,B223F54NLG,12/07/19,515,97
565,B223F54NLG,13/07/19,410,51
566,B223F54NLG,14/07/19,413,51
567,B223F54NLG,15/07/19,1211,151
568,B223F54NLG,16/07/19,843,160
569,B223F54NLG,17/07/19,629,81
570,B223F54NLG,18/07/19,595,94
571,B223F54NLG,19/07/19,557,82
572,B223F54NLG,20/07/19,419,52
573,B223F54NLG,21/07/19,437,50
574,B223F54NLG,22/07/19,589,84
575,B223F54NLG,23/07/19,608,112
576,B223F54NLG,24/07/19,603,133
577,B223F54NLG,25/07/19,584,110
578,B223F54NLG,26/07/19,523,98
579,B223F54NLG,27/07/19,371,74
580,B223F54NLG,28/07/19,422,58
581,B223F54NLG,29/07/19,551,116
582,B223F54NLG,30/07/19,626,122
583,B223F54NLG,31/07/19,601,125
584,B223F54NLG,01/08/19,572,114
585,B223F54NLG,02/08/19,522,112
586,B223F54NLG,03/08/19,450,71
587,B223F54NLG,04/08/19,452,83
588,B223F54NLG,05/08/19,636,116
589,B223F54NLG,06/08/19,618,132
590,B223F54NLG,07/08/19,638,54
591,B223F54NLG,08/08/19,638,67
592,B223F54NLG,09/08/19,551,99
593,B223F54NLG,10/08/19,360,54
594,B223F54NLG,11/08/19,436,53
595,B223F54NLG,12/08/19,536,89
596,B223F54NLG,13/08/19,592,96
597,B223F54NLG,14/08/19,658,117
598,B223F54NLG,15/08/19,620,93
599,B223F54NLG,16/08/19,553,96
600,B223F54NLG,17/08/19,441,65
601,B223F54NLG,18/08/19,379,46
602,B223F54NLG,19/08/19,578,16
603,B223F54NLG,20/08/19,543,12
604,B223F54NLG,21/08/19,550,91
605,B223F54NLG,22/08/19,587,99
606,B223F54NLG,23/08/19,464,80
607,B223F54NLG,24/08/19,346,60
608,B223F54NLG,25/08/19,379,62
609,B223F54NLG,26/08/19,577,89
610,B223F54NLG,27/08/19,588,93
611,B223F54NLG,28/08/19,640,97
612,B223F54NLG,29/08/19,496,84
613,B223F54NLG,30/08/19,495,100
614,B223F54NLG,31/08/19,369,65
615,C211F62H36,01/05/19,722,52
616,C211F62H36,02/05/19,748,44
617,C211F62H36,03/05/19,649,44
618,C211F62H36,04/05/19,655,5
619,C211F62H36,05/05/19,538,4
620,C211F62H36,06/05/19,743,67
621,C211F62H36,07/05/19,766,55
622,C211F62H36,08/05/19,809,65
623,C211F62H36,09/05/19,764,60
624,C211F62H36,10/05/19,603,38
625,C211F62H36,11/05/19,575,23
626,C211F62H36,12/05/19,518,21
627,C211F62H36,13/05/19,648,11
628,C211F62H36,14/05/19,553,0
629,C211F62H36,15/05/19,537,0
630,C211F62H36,16/05/19,564,0
631,C211F62H36,17/05/19,436,0
632,C211F62H36,18/05/19,426,0
633,C211F62H36,19/05/19,420,2
634,C211F62H36,20/05/19,537,0
635,C211F62H36,21/05/19,563,3
636,C211F62H36,22/05/19,560,1
637,C211F62H36,23/05/19,552,2
638,C211F62H36,24/05/19,420,0
639,C211F62H36,25/05/19,423,1
640,C211F62H36,26/05/19,320,0
641,C211F62H36,27/05/19,380,0
642,C211F62H36,28/05/19,465,0
643,C211F62H36,29/05/19,510,1
644,C211F62H36,30/05/19,456,0
645,C211F62H36,31/05/19,372,0
646,C211F62H36,01/06/19,360,0
647,C211F62H36,02/06/19,443,0
648,C211F62H36,03/06/19,610,0
649,C211F62H36,04/06/19,505,1
650,C211F62H36,05/06/19,493,0
651,C211F62H36,06/06/19,501,0
652,C211F62H36,07/06/19,367,0
653,C211F62H36,08/06/19,288,0
654,C211F62H36,09/06/19,321,0
655,C211F62H36,10/06/19,470,0
656,C211F62H36,11/06/19,472,0
657,C211F62H36,12/06/19,481,0
658,C211F62H36,13/06/19,491,0
